,path,emotion
1744,data/custom\13a07Fd.wav,happy
1745,data/custom\13a07Lb.wav,boredom
1746,data/custom\13a07Na.wav,neutral
1747,data/custom\13a07Tc.wav,sad
1748,data/custom\13a07Wb.wav,angry
1749,data/custom\13b01Ab.wav,fear
1750,data/custom\13b01Ec.wav,disgust
1751,data/custom\13b01Fc.wav,happy
1752,data/custom\13b01Ld.wav,boredom
1753,data/custom\13b01Nc.wav,neutral
1754,data/custom\13b01Wa.wav,angry
1755,data/custom\13b02Fb.wav,happy
1756,data/custom\13b02Lc.wav,boredom
1757,data/custom\13b02Nb.wav,neutral
1758,data/custom\13b02Wa.wav,angry
1759,data/custom\13b03Ac.wav,fear
1760,data/custom\13b03Ed.wav,disgust
1761,data/custom\13b03Fd.wav,happy
1762,data/custom\13b03Lb.wav,boredom
1763,data/custom\13b03Na.wav,neutral
1764,data/custom\13b03Td.wav,sad
1765,data/custom\13b03Wc.wav,angry
1766,data/custom\13b09Ab.wav,fear
1767,data/custom\13b09Ec.wav,disgust
1768,data/custom\13b09Fb.wav,happy
1769,data/custom\13b09Fc.wav,happy
1770,data/custom\13b09La.wav,boredom
1771,data/custom\13b09Na.wav,neutral
1772,data/custom\13b09Wa.wav,angry
1773,data/custom\13b10Ec.wav,disgust
1774,data/custom\13b10Fa.wav,happy
1775,data/custom\13b10La.wav,boredom
1776,data/custom\13b10Nc.wav,neutral
1777,data/custom\13b10Wa.wav,angry
1778,data/custom\13b10Wc.wav,angry
1779,data/custom\14a01Aa.wav,fear
1780,data/custom\14a01Ac.wav,fear
1781,data/custom\14a01Ea.wav,disgust
1782,data/custom\14a01Na.wav,neutral
1783,data/custom\14a01Wa.wav,angry
1784,data/custom\14a01Wc.wav,angry
1785,data/custom\14a02Ab.wav,fear
1786,data/custom\14a02Ea.wav,disgust
1787,data/custom\14a02Fd.wav,happy
1788,data/custom\14a02La.wav,boredom
1789,data/custom\14a02Nc.wav,neutral
1790,data/custom\14a02Tb.wav,sad
1791,data/custom\14a02Wa.wav,angry
1792,data/custom\14a02Wc.wav,angry
1793,data/custom\14a04Aa.wav,fear
1794,data/custom\14a04Ed.wav,disgust
1795,data/custom\14a04Lb.wav,boredom
1796,data/custom\14a04Tb.wav,sad
1797,data/custom\14a04Tc.wav,sad
1798,data/custom\14a04Wb.wav,angry
1799,data/custom\14a04Wc.wav,angry
1800,data/custom\14a05Aa.wav,fear
1801,data/custom\14a05Ac.wav,fear
1802,data/custom\14a05Fa.wav,happy
1803,data/custom\14a05Fb.wav,happy
1804,data/custom\14a05Lb.wav,boredom
1805,data/custom\14a05Na.wav,neutral
1806,data/custom\14a05Ta.wav,sad
1807,data/custom\14a05Tc.wav,sad
1808,data/custom\14a05Wa.wav,angry
1809,data/custom\14a05Wb.wav,angry
1810,data/custom\14a07Aa.wav,fear
1811,data/custom\14a07Eb.wav,disgust
1812,data/custom\14a07Fd.wav,happy
1813,data/custom\14a07Lc.wav,boredom
1814,data/custom\14a07Ld.wav,boredom
1815,data/custom\14a07Na.wav,neutral
1816,data/custom\14a07Tc.wav,sad
1817,data/custom\14a07Wc.wav,angry
1818,data/custom\14b01Ac.wav,fear
1819,data/custom\14b01Eb.wav,disgust
1820,data/custom\14b01Fa.wav,happy
1821,data/custom\14b01Fc.wav,happy
1822,data/custom\14b01Na.wav,neutral
1823,data/custom\14b01Wc.wav,angry
1824,data/custom\14b02Aa.wav,fear
1825,data/custom\14b02Fb.wav,happy
1826,data/custom\14b02Na.wav,neutral
1827,data/custom\14b02Tc.wav,sad
1828,data/custom\14b02Wb.wav,angry
1829,data/custom\14b02Wd.wav,angry
1830,data/custom\14b03Ad.wav,fear
1831,data/custom\14b03Ed.wav,disgust
1832,data/custom\14b03Lb.wav,boredom
1833,data/custom\14b03Ta.wav,sad
1834,data/custom\14b03Wb.wav,angry
1835,data/custom\14b09Ac.wav,fear
1836,data/custom\14b09Ea.wav,disgust
1837,data/custom\14b09Fc.wav,happy
1838,data/custom\14b09Lb.wav,boredom
1839,data/custom\14b09Td.wav,sad
1840,data/custom\14b09Wa.wav,angry
1841,data/custom\14b09Wc.wav,angry
1842,data/custom\14b10Ad.wav,fear
1843,data/custom\14b10Eb.wav,disgust
1844,data/custom\14b10Lb.wav,boredom
1845,data/custom\14b10Nb.wav,neutral
1846,data/custom\14b10Tc.wav,sad
1847,data/custom\14b10Wc.wav,angry
1848,data/custom\15a01Ea.wav,disgust
1849,data/custom\15a01Fb.wav,happy
1850,data/custom\15a01La.wav,boredom
1851,data/custom\15a01Nb.wav,neutral
1852,data/custom\15a01Wa.wav,angry
1853,data/custom\15a02Ac.wav,fear
1854,data/custom\15a02Ea.wav,disgust
1855,data/custom\15a02La.wav,boredom
1856,data/custom\15a02Na.wav,neutral
1857,data/custom\15a02Ta.wav,sad
1858,data/custom\15a02Wb.wav,angry
1859,data/custom\15a02Wd.wav,angry
1860,data/custom\15a04Ab.wav,fear
1861,data/custom\15a04Ac.wav,fear
1862,data/custom\15a04Fd.wav,happy
1863,data/custom\15a04Nc.wav,neutral
1864,data/custom\15a04Wa.wav,angry
1865,data/custom\15a04Wb.wav,angry
1866,data/custom\15a05Eb.wav,disgust
1867,data/custom\15a05Fb.wav,happy
1868,data/custom\15a05Lb.wav,boredom
1869,data/custom\15a05Na.wav,neutral
1870,data/custom\15a05Wa.wav,angry
1871,data/custom\15a07Ac.wav,fear
1872,data/custom\15a07Eb.wav,disgust
1873,data/custom\15a07Fa.wav,happy
1874,data/custom\15a07Fb.wav,happy
1875,data/custom\15a07Ld.wav,boredom
1876,data/custom\15a07Nc.wav,neutral
1877,data/custom\15b01Ec.wav,disgust
1878,data/custom\15b01Lb.wav,boredom
1879,data/custom\15b01Na.wav,neutral
1880,data/custom\15b01Wc.wav,angry
1881,data/custom\15b02Aa.wav,fear
1882,data/custom\15b02Lb.wav,boredom
1883,data/custom\15b02Nd.wav,neutral
1884,data/custom\15b02Tc.wav,sad
1885,data/custom\15b02Wa.wav,angry
1886,data/custom\15b02Wc.wav,angry
1887,data/custom\15b03Aa.wav,fear
1888,data/custom\15b03Lc.wav,boredom
1889,data/custom\15b03Nb.wav,neutral
1890,data/custom\15b03Tc.wav,sad
1891,data/custom\15b03Wa.wav,angry
1892,data/custom\15b03Wb.wav,angry
1893,data/custom\15b09Ac.wav,fear
1894,data/custom\15b09Fa.wav,happy
1895,data/custom\15b09La.wav,boredom
1896,data/custom\15b09Nb.wav,neutral
1897,data/custom\15b09Ta.wav,sad
1898,data/custom\15b09Wb.wav,angry
1899,data/custom\15b10Ac.wav,fear
1900,data/custom\15b10Lc.wav,boredom
1901,data/custom\15b10Nb.wav,neutral
1902,data/custom\15b10Nc.wav,neutral
1903,data/custom\15b10Wa.wav,angry
1904,data/custom\16a01Ec.wav,disgust
1905,data/custom\16a01Fc.wav,happy
1906,data/custom\16a01Lb.wav,boredom
1907,data/custom\16a01Nc.wav,neutral
1908,data/custom\16a01Tb.wav,sad
1909,data/custom\16a01Wb.wav,angry
1910,data/custom\16a02Ea.wav,disgust
1911,data/custom\16a02Ec.wav,disgust
1912,data/custom\16a02Lb.wav,boredom
1913,data/custom\16a02Nb.wav,neutral
1914,data/custom\16a02Tc.wav,sad
1915,data/custom\16a02Wb.wav,angry
1916,data/custom\16a04Ab.wav,fear
1917,data/custom\16a04Ea.wav,disgust
1918,data/custom\16a04Fa.wav,happy
1919,data/custom\16a04La.wav,boredom
1920,data/custom\16a04Lc.wav,boredom
1921,data/custom\16a04Nc.wav,neutral
1922,data/custom\16a04Tc.wav,sad
1923,data/custom\16a04Wb.wav,angry
1924,data/custom\16a04Wc.wav,angry
1925,data/custom\16a05Ab.wav,fear
1926,data/custom\16a05Ea.wav,disgust
1927,data/custom\16a05Fc.wav,happy
1928,data/custom\16a05La.wav,boredom
1929,data/custom\16a05Tb.wav,sad
1930,data/custom\16a05Wb.wav,angry
1931,data/custom\16a05Wc.wav,angry
1932,data/custom\16a07Ea.wav,disgust
1933,data/custom\16a07Fa.wav,happy
1934,data/custom\16a07Fb.wav,happy
1935,data/custom\16a07La.wav,boredom
1936,data/custom\16a07Lb.wav,boredom
1937,data/custom\16a07Nb.wav,neutral
1938,data/custom\16a07Td.wav,sad
1939,data/custom\16a07Wa.wav,angry
1940,data/custom\16b01Aa.wav,fear
1941,data/custom\16b01Eb.wav,disgust
1942,data/custom\16b01Fa.wav,happy
1943,data/custom\16b01La.wav,boredom
1944,data/custom\16b01Lc.wav,boredom
1945,data/custom\16b01Tb.wav,sad
1946,data/custom\16b01Wa.wav,angry
1947,data/custom\16b01Wb.wav,angry
1948,data/custom\16b02Aa.wav,fear
1949,data/custom\16b02Eb.wav,disgust
1950,data/custom\16b02Fd.wav,happy
1951,data/custom\16b02Lb.wav,boredom
1952,data/custom\16b02Wb.wav,angry
1953,data/custom\16b03Ad.wav,fear
1954,data/custom\16b03Ea.wav,disgust
1955,data/custom\16b03Fa.wav,happy
1956,data/custom\16b03Fd.wav,happy
1957,data/custom\16b03La.wav,boredom
1958,data/custom\16b03Nb.wav,neutral
1959,data/custom\16b03Ta.wav,sad
1960,data/custom\16b03Wb.wav,angry
1961,data/custom\16b09Ab.wav,fear
1962,data/custom\16b09Eb.wav,disgust
1963,data/custom\16b09Fb.wav,happy
1964,data/custom\16b09La.wav,boredom
1965,data/custom\16b09Lb.wav,boredom
1966,data/custom\16b09Wb.wav,angry
1967,data/custom\16b10Aa.wav,fear
1968,data/custom\16b10Eb.wav,disgust
1969,data/custom\16b10Fb.wav,happy
1970,data/custom\16b10Lb.wav,boredom
1971,data/custom\16b10Tb.wav,sad
1972,data/custom\16b10Td.wav,sad
1973,data/custom\16b10Wa.wav,angry
1974,data/custom\16b10Wb.wav,angry
1975,data/custom\OAF_back_angry.wav,angry
1976,data/custom\OAF_back_disgust.wav,disgust
1977,data/custom\OAF_back_fear.wav,fear
1978,data/custom\OAF_back_happy.wav,happy
1979,data/custom\OAF_back_neutral.wav,neutral
1980,data/custom\OAF_back_ps.wav,ps
1981,data/custom\OAF_back_sad.wav,sad
1982,data/custom\OAF_bar_angry.wav,angry
1983,data/custom\OAF_bar_disgust.wav,disgust
1984,data/custom\OAF_bar_fear.wav,fear
1985,data/custom\OAF_bar_happy.wav,happy
1986,data/custom\OAF_bar_neutral.wav,neutral
1987,data/custom\OAF_bar_ps.wav,ps
1988,data/custom\OAF_bar_sad.wav,sad
1989,data/custom\OAF_base_angry.wav,angry
1990,data/custom\OAF_base_disgust.wav,disgust
1991,data/custom\OAF_base_fear.wav,fear
1992,data/custom\OAF_base_happy.wav,happy
1993,data/custom\OAF_base_neutral.wav,neutral
1994,data/custom\OAF_base_ps.wav,ps
1995,data/custom\OAF_base_sad.wav,sad
1996,data/custom\OAF_bath_angry.wav,angry
1997,data/custom\OAF_bath_disgust.wav,disgust
1998,data/custom\OAF_bath_fear.wav,fear
1999,data/custom\OAF_bath_happy.wav,happy
2000,data/custom\OAF_bath_neutral.wav,neutral
2001,data/custom\OAF_bath_ps.wav,ps
2002,data/custom\OAF_bath_sad.wav,sad
2003,data/custom\OAF_bean_angry.wav,angry
2004,data/custom\OAF_bean_disgust.wav,disgust
2005,data/custom\OAF_bean_fear.wav,fear
2006,data/custom\OAF_bean_happy.wav,happy
2007,data/custom\OAF_bean_neutral.wav,neutral
2008,data/custom\OAF_bean_ps.wav,ps
2009,data/custom\OAF_bean_sad.wav,sad
2010,data/custom\OAF_beg_angry.wav,angry
2011,data/custom\OAF_beg_disgust.wav,disgust
2012,data/custom\OAF_beg_fear.wav,fear
2013,data/custom\OAF_beg_happy.wav,happy
2014,data/custom\OAF_beg_neutral.wav,neutral
2015,data/custom\OAF_beg_ps.wav,ps
2016,data/custom\OAF_beg_sad.wav,sad
2017,data/custom\OAF_bite_angry.wav,angry
2018,data/custom\OAF_bite_disgust.wav,disgust
2019,data/custom\OAF_bite_fear.wav,fear
2020,data/custom\OAF_bite_happy.wav,happy
2021,data/custom\OAF_bite_ps.wav,ps
2022,data/custom\OAF_bite_sad.wav,sad
2023,data/custom\OAF_boat_angry.wav,angry
2024,data/custom\OAF_boat_disgust.wav,disgust
2025,data/custom\OAF_boat_fear.wav,fear
2026,data/custom\OAF_boat_happy.wav,happy
2027,data/custom\OAF_boat_neutral.wav,neutral
2028,data/custom\OAF_boat_ps.wav,ps
2029,data/custom\OAF_boat_sad.wav,sad
2030,data/custom\OAF_bone_angry.wav,angry
2031,data/custom\OAF_bone_disgust.wav,disgust
2032,data/custom\OAF_bone_fear.wav,fear
2033,data/custom\OAF_bone_happy.wav,happy
2034,data/custom\OAF_bone_neutral.wav,neutral
2035,data/custom\OAF_bone_ps.wav,ps
2036,data/custom\OAF_bone_sad.wav,sad
2037,data/custom\OAF_book_angry.wav,angry
2038,data/custom\OAF_book_disgust.wav,disgust
2039,data/custom\OAF_book_fear.wav,fear
2040,data/custom\OAF_book_happy.wav,happy
2041,data/custom\OAF_book_neutral.wav,neutral
2042,data/custom\OAF_book_ps.wav,ps
2043,data/custom\OAF_book_sad.wav,sad
2044,data/custom\OAF_bought_angry.wav,angry
2045,data/custom\OAF_bought_disgust.wav,disgust
2046,data/custom\OAF_bought_fear.wav,fear
2047,data/custom\OAF_bought_happy.wav,happy
2048,data/custom\OAF_bought_neutral.wav,neutral
2049,data/custom\OAF_bought_ps.wav,ps
2050,data/custom\OAF_bought_sad.wav,sad
2051,data/custom\OAF_burn_angry.wav,angry
2052,data/custom\OAF_burn_disgust.wav,disgust
2053,data/custom\OAF_burn_fear.wav,fear
2054,data/custom\OAF_burn_happy.wav,happy
2055,data/custom\OAF_burn_neutral.wav,neutral
2056,data/custom\OAF_burn_ps.wav,ps
2057,data/custom\OAF_burn_sad.wav,sad
2058,data/custom\OAF_cab_angry.wav,angry
2059,data/custom\OAF_cab_disgust.wav,disgust
2060,data/custom\OAF_cab_fear.wav,fear
2061,data/custom\OAF_cab_happy.wav,happy
2062,data/custom\OAF_cab_neutral.wav,neutral
2063,data/custom\OAF_cab_ps.wav,ps
2064,data/custom\OAF_cab_sad.wav,sad
2065,data/custom\OAF_calm_angry.wav,angry
2066,data/custom\OAF_calm_disgust.wav,disgust
2067,data/custom\OAF_calm_fear.wav,fear
2068,data/custom\OAF_calm_happy.wav,happy
2069,data/custom\OAF_calm_neutral.wav,neutral
2070,data/custom\OAF_calm_ps.wav,ps
2071,data/custom\OAF_calm_sad.wav,sad
2072,data/custom\OAF_came_angry.wav,angry
2073,data/custom\OAF_came_disgust.wav,disgust
2074,data/custom\OAF_came_fear.wav,fear
2075,data/custom\OAF_came_happy.wav,happy
2076,data/custom\OAF_came_neutral.wav,neutral
2077,data/custom\OAF_came_ps.wav,ps
2078,data/custom\OAF_came_sad.wav,sad
2079,data/custom\OAF_cause_angry.wav,angry
2080,data/custom\OAF_cause_disgust.wav,disgust
2081,data/custom\OAF_cause_fear.wav,fear
2082,data/custom\OAF_cause_happy.wav,happy
2083,data/custom\OAF_cause_neutral.wav,neutral
2084,data/custom\OAF_cause_ps.wav,ps
2085,data/custom\OAF_cause_sad.wav,sad
2086,data/custom\OAF_chain_angry.wav,angry
2087,data/custom\OAF_chain_disgust.wav,disgust
2088,data/custom\OAF_chain_fear.wav,fear
2089,data/custom\OAF_chain_happy.wav,happy
2090,data/custom\OAF_chain_neutral.wav,neutral
2091,data/custom\OAF_chain_ps.wav,ps
2092,data/custom\OAF_chain_sad.wav,sad
2093,data/custom\OAF_chair_angry.wav,angry
2094,data/custom\OAF_chair_disgust.wav,disgust
2095,data/custom\OAF_chair_fear.wav,fear
2096,data/custom\OAF_chair_happy.wav,happy
2097,data/custom\OAF_chair_neutral.wav,neutral
2098,data/custom\OAF_chair_ps.wav,ps
2099,data/custom\OAF_chair_sad.wav,sad
2100,data/custom\OAF_chalk_angry.wav,angry
2101,data/custom\OAF_chalk_disgust.wav,disgust
2102,data/custom\OAF_chalk_fear.wav,fear
2103,data/custom\OAF_chalk_happy.wav,happy
2104,data/custom\OAF_chalk_neutral.wav,neutral
2105,data/custom\OAF_chalk_ps.wav,ps
2106,data/custom\OAF_chalk_sad.wav,sad
2107,data/custom\OAF_chat_angry.wav,angry
2108,data/custom\OAF_chat_disgust.wav,disgust
2109,data/custom\OAF_chat_fear.wav,fear
2110,data/custom\OAF_chat_happy.wav,happy
2111,data/custom\OAF_chat_neutral.wav,neutral
2112,data/custom\OAF_chat_ps.wav,ps
2113,data/custom\OAF_chat_sad.wav,sad
2114,data/custom\OAF_check_angry.wav,angry
2115,data/custom\OAF_check_disgust.wav,disgust
2116,data/custom\OAF_check_fear.wav,fear
2117,data/custom\OAF_check_happy.wav,happy
2118,data/custom\OAF_check_neutral.wav,neutral
2119,data/custom\OAF_check_ps.wav,ps
2120,data/custom\OAF_check_sad.wav,sad
2121,data/custom\OAF_cheek_angry.wav,angry
2122,data/custom\OAF_cheek_disgust.wav,disgust
2123,data/custom\OAF_cheek_fear.wav,fear
2124,data/custom\OAF_cheek_happy.wav,happy
2125,data/custom\OAF_cheek_neutral.wav,neutral
2126,data/custom\OAF_cheek_ps.wav,ps
2127,data/custom\OAF_cheek_sad.wav,sad
2128,data/custom\OAF_chief_angry.wav,angry
2129,data/custom\OAF_chief_disgust.wav,disgust
2130,data/custom\OAF_chief_fear.wav,fear
2131,data/custom\OAF_chief_happy.wav,happy
2132,data/custom\OAF_chief_neutral.wav,neutral
2133,data/custom\OAF_chief_ps.wav,ps
2134,data/custom\OAF_chief_sad.wav,sad
2135,data/custom\OAF_choice_angry.wav,angry
2136,data/custom\OAF_choice_disgust.wav,disgust
2137,data/custom\OAF_choice_fear.wav,fear
2138,data/custom\OAF_choice_happy.wav,happy
2139,data/custom\OAF_choice_neutral.wav,neutral
2140,data/custom\OAF_choice_ps.wav,ps
2141,data/custom\OAF_choice_sad.wav,sad
2142,data/custom\OAF_cool_angry.wav,angry
2143,data/custom\OAF_cool_disgust.wav,disgust
2144,data/custom\OAF_cool_fear.wav,fear
2145,data/custom\OAF_cool_happy.wav,happy
2146,data/custom\OAF_cool_neutral.wav,neutral
2147,data/custom\OAF_cool_ps.wav,ps
2148,data/custom\OAF_cool_sad.wav,sad
2149,data/custom\OAF_dab_angry.wav,angry
2150,data/custom\OAF_dab_disgust.wav,disgust
2151,data/custom\OAF_dab_fear.wav,fear
2152,data/custom\OAF_dab_happy.wav,happy
2153,data/custom\OAF_dab_neutral.wav,neutral
2154,data/custom\OAF_dab_ps.wav,ps
2155,data/custom\OAF_dab_sad.wav,sad
2156,data/custom\OAF_date_angry.wav,angry
2157,data/custom\OAF_date_disgust.wav,disgust
2158,data/custom\OAF_date_fear.wav,fear
2159,data/custom\OAF_date_happy.wav,happy
2160,data/custom\OAF_date_neutral.wav,neutral
2161,data/custom\OAF_date_ps.wav,ps
2162,data/custom\OAF_date_sad.wav,sad
2163,data/custom\OAF_dead_angry.wav,angry
2164,data/custom\OAF_dead_disgust.wav,disgust
2165,data/custom\OAF_dead_fear.wav,fear
2166,data/custom\OAF_dead_happy.wav,happy
2167,data/custom\OAF_dead_neutral.wav,neutral
2168,data/custom\OAF_dead_ps.wav,ps
2169,data/custom\OAF_dead_sad.wav,sad
2170,data/custom\OAF_death_angry.wav,angry
2171,data/custom\OAF_death_disgust.wav,disgust
2172,data/custom\OAF_death_fear.wav,fear
2173,data/custom\OAF_death_happy.wav,happy
2174,data/custom\OAF_death_neutral.wav,neutral
2175,data/custom\OAF_death_ps.wav,ps
2176,data/custom\OAF_death_sad.wav,sad
2177,data/custom\OAF_deep_angry.wav,angry
2178,data/custom\OAF_deep_disgust.wav,disgust
2179,data/custom\OAF_deep_fear.wav,fear
2180,data/custom\OAF_deep_happy.wav,happy
2181,data/custom\OAF_deep_neutral.wav,neutral
2182,data/custom\OAF_deep_ps.wav,ps
2183,data/custom\OAF_deep_sad.wav,sad
2184,data/custom\OAF_dime_angry.wav,angry
2185,data/custom\OAF_dime_disgust.wav,disgust
2186,data/custom\OAF_dime_fear.wav,fear
2187,data/custom\OAF_dime_happy.wav,happy
2188,data/custom\OAF_dime_neutral.wav,neutral
2189,data/custom\OAF_dime_ps.wav,ps
2190,data/custom\OAF_dime_sad.wav,sad
2191,data/custom\OAF_dip_angry.wav,angry
2192,data/custom\OAF_dip_disgust.wav,disgust
2193,data/custom\OAF_dip_fear.wav,fear
2194,data/custom\OAF_dip_happy.wav,happy
2195,data/custom\OAF_dip_neutral.wav,neutral
2196,data/custom\OAF_dip_ps.wav,ps
2197,data/custom\OAF_dip_sad.wav,sad
2198,data/custom\OAF_ditch_angry.wav,angry
2199,data/custom\OAF_ditch_disgust.wav,disgust
2200,data/custom\OAF_ditch_fear.wav,fear
2201,data/custom\OAF_ditch_happy.wav,happy
2202,data/custom\OAF_ditch_neutral.wav,neutral
2203,data/custom\OAF_ditch_ps.wav,ps
2204,data/custom\OAF_ditch_sad.wav,sad
2205,data/custom\OAF_dodge_angry.wav,angry
2206,data/custom\OAF_dodge_disgust.wav,disgust
2207,data/custom\OAF_dodge_fear.wav,fear
2208,data/custom\OAF_dodge_happy.wav,happy
2209,data/custom\OAF_dodge_neutral.wav,neutral
2210,data/custom\OAF_dodge_ps.wav,ps
2211,data/custom\OAF_dodge_sad.wav,sad
2212,data/custom\OAF_dog_angry.wav,angry
2213,data/custom\OAF_dog_disgust.wav,disgust
2214,data/custom\OAF_dog_fear.wav,fear
2215,data/custom\OAF_dog_happy.wav,happy
2216,data/custom\OAF_dog_neutral.wav,neutral
2217,data/custom\OAF_dog_ps.wav,ps
2218,data/custom\OAF_dog_sad.wav,sad
2219,data/custom\OAF_doll_angry.wav,angry
2220,data/custom\OAF_doll_disgust.wav,disgust
2221,data/custom\OAF_doll_fear.wav,fear
2222,data/custom\OAF_doll_happy.wav,happy
2223,data/custom\OAF_doll_neutral.wav,neutral
2224,data/custom\OAF_doll_ps.wav,ps
2225,data/custom\OAF_doll_sad.wav,sad
2226,data/custom\OAF_door_angry.wav,angry
2227,data/custom\OAF_door_disgust.wav,disgust
2228,data/custom\OAF_door_fear.wav,fear
2229,data/custom\OAF_door_happy.wav,happy
2230,data/custom\OAF_door_neutral.wav,neutral
2231,data/custom\OAF_door_ps.wav,ps
2232,data/custom\OAF_door_sad.wav,sad
2233,data/custom\OAF_fail_angry.wav,angry
2234,data/custom\OAF_fail_disgust.wav,disgust
2235,data/custom\OAF_fail_fear.wav,fear
2236,data/custom\OAF_fail_happy.wav,happy
2237,data/custom\OAF_fail_neutral.wav,neutral
2238,data/custom\OAF_fail_ps.wav,ps
2239,data/custom\OAF_fail_sad.wav,sad
2240,data/custom\OAF_fall_angry.wav,angry
2241,data/custom\OAF_fall_disgust.wav,disgust
2242,data/custom\OAF_fall_fear.wav,fear
2243,data/custom\OAF_fall_happy.wav,happy
2244,data/custom\OAF_fall_neutral.wav,neutral
2245,data/custom\OAF_fall_ps.wav,ps
2246,data/custom\OAF_fall_sad.wav,sad
2247,data/custom\OAF_far_angry.wav,angry
2248,data/custom\OAF_far_disgust.wav,disgust
2249,data/custom\OAF_far_fear.wav,fear
2250,data/custom\OAF_far_happy.wav,happy
2251,data/custom\OAF_far_neutral.wav,neutral
2252,data/custom\OAF_far_ps.wav,ps
2253,data/custom\OAF_far_sad.wav,sad
2254,data/custom\OAF_fat_angry.wav,angry
2255,data/custom\OAF_fat_disgust.wav,disgust
2256,data/custom\OAF_fat_fear.wav,fear
2257,data/custom\OAF_fat_happy.wav,happy
2258,data/custom\OAF_fat_neutral.wav,neutral
2259,data/custom\OAF_fat_ps.wav,ps
2260,data/custom\OAF_fat_sad.wav,sad
2261,data/custom\OAF_fit_angry.wav,angry
2262,data/custom\OAF_fit_disgust.wav,disgust
2263,data/custom\OAF_fit_fear.wav,fear
2264,data/custom\OAF_fit_happy.wav,happy
2265,data/custom\OAF_fit_neutral.wav,neutral
2266,data/custom\OAF_fit_ps.wav,ps
2267,data/custom\OAF_fit_sad.wav,sad
2268,data/custom\OAF_five_angry.wav,angry
2269,data/custom\OAF_five_disgust.wav,disgust
2270,data/custom\OAF_five_fear.wav,fear
2271,data/custom\OAF_five_happy.wav,happy
2272,data/custom\OAF_five_neutral.wav,neutral
2273,data/custom\OAF_five_ps.wav,ps
2274,data/custom\OAF_five_sad.wav,sad
2275,data/custom\OAF_food_angry.wav,angry
2276,data/custom\OAF_food_disgust.wav,disgust
2277,data/custom\OAF_food_fear.wav,fear
2278,data/custom\OAF_food_happy.wav,happy
2279,data/custom\OAF_food_neutral.wav,neutral
2280,data/custom\OAF_food_ps.wav,ps
2281,data/custom\OAF_food_sad.wav,sad
2282,data/custom\OAF_gap_angry.wav,angry
2283,data/custom\OAF_gap_disgust.wav,disgust
2284,data/custom\OAF_gap_fear.wav,fear
2285,data/custom\OAF_gap_happy.wav,happy
2286,data/custom\OAF_gap_neutral.wav,neutral
2287,data/custom\OAF_gap_ps.wav,ps
2288,data/custom\OAF_gap_sad.wav,sad
2289,data/custom\OAF_gas_angry.wav,angry
2290,data/custom\OAF_gas_disgust.wav,disgust
2291,data/custom\OAF_gas_fear.wav,fear
2292,data/custom\OAF_gas_happy.wav,happy
2293,data/custom\OAF_gas_neutral.wav,neutral
2294,data/custom\OAF_gas_ps.wav,ps
2295,data/custom\OAF_gas_sad.wav,sad
2296,data/custom\OAF_gaze_angry.wav,angry
2297,data/custom\OAF_gaze_disgust.wav,disgust
2298,data/custom\OAF_gaze_fear.wav,fear
2299,data/custom\OAF_gaze_happy.wav,happy
2300,data/custom\OAF_gaze_neutral.wav,neutral
2301,data/custom\OAF_gaze_ps.wav,ps
2302,data/custom\OAF_gaze_sad.wav,sad
2303,data/custom\OAF_germ_angry.wav,angry
2304,data/custom\OAF_germ_disgust.wav,disgust
2305,data/custom\OAF_germ_fear.wav,fear
2306,data/custom\OAF_germ_happy.wav,happy
2307,data/custom\OAF_germ_neutral.wav,neutral
2308,data/custom\OAF_germ_ps.wav,ps
2309,data/custom\OAF_germ_sad.wav,sad
2310,data/custom\OAF_get_angry.wav,angry
2311,data/custom\OAF_get_disgust.wav,disgust
2312,data/custom\OAF_get_fear.wav,fear
2313,data/custom\OAF_get_happy.wav,happy
2314,data/custom\OAF_get_neutral.wav,neutral
2315,data/custom\OAF_get_ps.wav,ps
2316,data/custom\OAF_get_sad.wav,sad
2317,data/custom\OAF_gin_angry.wav,angry
2318,data/custom\OAF_gin_disgust.wav,disgust
2319,data/custom\OAF_gin_fear.wav,fear
2320,data/custom\OAF_gin_happy.wav,happy
2321,data/custom\OAF_gin_neutral.wav,neutral
2322,data/custom\OAF_gin_ps.wav,ps
2323,data/custom\OAF_gin_sad.wav,sad
2324,data/custom\OAF_goal_angry.wav,angry
2325,data/custom\OAF_goal_disgust.wav,disgust
2326,data/custom\OAF_goal_fear.wav,fear
2327,data/custom\OAF_goal_happy.wav,happy
2328,data/custom\OAF_goal_neutral.wav,neutral
2329,data/custom\OAF_goal_ps.wav,ps
2330,data/custom\OAF_goal_sad.wav,sad
2331,data/custom\OAF_good_angry.wav,angry
2332,data/custom\OAF_good_disgust.wav,disgust
2333,data/custom\OAF_good_fear.wav,fear
2334,data/custom\OAF_good_happy.wav,happy
2335,data/custom\OAF_good_neutral.wav,neutral
2336,data/custom\OAF_good_ps.wav,ps
2337,data/custom\OAF_good_sad.wav,sad
2338,data/custom\OAF_goose_angry.wav,angry
2339,data/custom\OAF_goose_disgust.wav,disgust
2340,data/custom\OAF_goose_fear.wav,fear
2341,data/custom\OAF_goose_happy.wav,happy
2342,data/custom\OAF_goose_neutral.wav,neutral
2343,data/custom\OAF_goose_ps.wav,ps
2344,data/custom\OAF_goose_sad.wav,sad
2345,data/custom\OAF_gun_angry.wav,angry
2346,data/custom\OAF_gun_disgust.wav,disgust
